cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,896,8192,4096,138,0,42.7097,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1407.87,1215.29,0.0
256,928,1280,8192,115,0,28.9697,a8w8_bpreshuffle_256x80x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,671.79,706.38,0.0
256,928,8192,1024,0,0,18.4868,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,842.18,1327.61,0.0
256,928,8192,4096,154,0,47.4602,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1312.19,1107.45,0.0
256,960,1280,8192,113,0,27.1456,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,741.65,766.52,0.0
256,960,8192,1024,146,0,19.6748,a8w8_bpreshuffle_256x160x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,818.62,1275.76,0.0
256,960,8192,4096,154,0,50.2627,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1281.76,1058.74,0.0
256,992,1280,8192,120,0,30.1834,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,689.24,700.77,0.0
256,992,8192,1024,70,0,20.3163,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,819.19,1262.89,0.0
256,992,8192,4096,154,0,46.6578,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1426.81,1154.59,0.0
256,1056,1280,8192,113,0,29.9774,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,738.75,728.54,0.0
256,1056,8192,1024,86,0,20.7507,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,853.79,1290.15,0.0
256,1056,8192,4096,156,0,52.352,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1353.66,1054.04,0.0
